#loc_id;ags;ascii;name;lat;lon;amt;plz;vorwahl;einwohner;flaeche;kz;typ;level;of;invalid
22880;03357037;REESSUM;Reeßum;53.1323;9.20573999999999;Samtgemeinde Sottrum;27367;04264;1720;28;ROW;Gemeinde;6;363;
23047;03357038;RHADE;Rhade bei Zeven;53.3282;9.11375999999996;Samtgemeinde Selsingen;27404;04285;1137;24;ROW;Gemeinde;6;363;
23332;03357039;ROTENBURG;Rotenburg an der Wümme;53.10845;9.39648999999997;;27356;04261;22093;99;ROW;Stadt;6;363;
23512;03357040;SANDBOSTEL;Sandbostel;53.41061;9.13255000000004;Samtgemeinde Selsingen;27446;04284;764;32;ROW;Gemeinde;6;363;
23639;03357041;SCHEESSEL;Scheeßel;53.16977;9.48692000000005;;27383;04263;12728;150;ROW;Gemeinde;6;363;
24118;03357042;SEEDORF;Seedorf bei Zeven;53.33362;9.23765000000003;Samtgemeinde Selsingen;27404;04284;630;19;ROW;Gemeinde;6;363;
24192;03357043;SELSINGEN;Selsingen;53.3731013228853;9.21461006347658;Samtgemeinde Selsingen;27446;04284;3271;42;ROW;Gemeinde;6;363;
24315;03357044;SITTENSEN;Sittensen;53.28109;9.50548000000003;Samtgemeinde Sittensen;27419;04282;5446;19;ROW;Gemeinde;6;363;
24378;03357045;SOTTRUM;Sottrum, Kreis Rotenburg an der Wümme;53.11345;9.2319;Samtgemeinde Sottrum;27367;04269;5847;29;ROW;Gemeinde;6;363;
24589;03357046;STEMMEN;Stemmen bei Rotenburg an der Wümme;53.22468;9.55336;Samtgemeinde Fintel;27389;04267;877;25;ROW;Gemeinde;6;363;
24829;03357047;TARMSTEDT;Tarmstedt;53.22492;9.07966999999996;Samtgemeinde Tarmstedt;27412;04283;3507;27;ROW;Gemeinde;6;363;
24998;03357048;TISTE;Tiste;53.28723;9.53201999999999;Samtgemeinde Sittensen;27419;04282;841;24;ROW;Gemeinde;6;363;
25331;03357049;VAHLDE;Vahlde;53.18234;9.63086999999996;Samtgemeinde Fintel;27389;04267;705;18;ROW;Gemeinde;6;363;
25391;03357050;VIERDEN;Vierden;53.32946;9.50656000000004;Samtgemeinde Sittensen;27419;04282;770;21;ROW;Gemeinde;6;363;
25422;03357051;VISSELHOEVEDE;Visselhövede;52.9866701;9.58362;;27374;04262;10707;159;ROW;Stadt;6;363;
25479;03357052;VORWERK;Vorwerk bei Tarmstedt;53.18933;9.15518999999995;Samtgemeinde Tarmstedt;27412;04283;998;22;ROW;Gemeinde;6;363;
26047;03357053;WESTERTIMKE;Westertimke;53.23853;9.13184000000001;Samtgemeinde Tarmstedt;27412;04283;643;12;ROW;Gemeinde;6;363;
26048;03357054;WESTERWALSEDE;Westerwalsede;53.03209;9.36040000000003;Samtgemeinde Bothel;27386;04266;797;20;ROW;Gemeinde;6;363;
26208;03357055;WILSTEDT;Wilstedt, Niedersachsen;53.19497;9.09612000000004;Samtgemeinde Tarmstedt;27412;04283;1766;18;ROW;Gemeinde;6;363;
26373;03357056;WOHNSTE;Wohnste;53.35625;9.52458000000001;Samtgemeinde Sittensen;27419;04282;795;19;ROW;Gemeinde;6;363;
26601;03357057;ZEVEN;Zeven;53.2953;9.27550999999994;Samtgemeinde Zeven;27404;04281;12133;74;ROW;Stadt;6;363;
366;03358;HEIDEKREIS;Heidekreis;52.8217434782608696;9.6601426086956522;;;;;1873;HK;Kreis;5;176;
13417;03358001;AHLDEN;Ahlden (Aller);52.75847;9.55070999999998;Samtgemeinde Ahlden;29693;05164;1491;26;SFA;Flecken;6;366;
14558;03358002;BISPINGEN;Bispingen;53.07802;10.00066;;29646;05194;6224;128;SFA;Gemeinde;6;366;
14676;03358003;BOEHME;Böhme;52.79069;9.47600999999997;Samtgemeinde Rethem (Aller);29693;05165;979;37;SFA;Gemeinde;6;366;
14746;03358004;BOMLITZ;Bomlitz;52.90461;9.65812000000005;;29699;05161;7183;64;SFA;Gemeinde;6;366;
15093;03358005;BUCHHOLZ;Buchholz (Aller);52.67668;9.67717;Samtgemeinde Schwarmstedt;29690;05071;1771;27;SFA;Gemeinde;6;366;
16043;03358006;EICKELOH;Eickeloh;52.73073;9.60715000000005;Samtgemeinde Ahlden;29693;05164;787;13;SFA;Gemeinde;6;366;
16345;03358007;ESSEL;Essel, Aller;52.69094;9.64170999999999;Samtgemeinde Schwarmstedt;29690;05071;1057;34;SFA;Gemeinde;6;366;
16439;03358008;BAD FALLINGBOSTEL;Bad Fallingbostel;52.8670367866708;9.6955797195435;;29683;05162;11808;63;SFA;Stadt;6;366;
16590;03358009;FRANKENFELD;Frankenfeld, Aller;52.76951;9.43078000000003;Samtgemeinde Rethem (Aller);27336;05165;563;24;SFA;Gemeinde;6;366;
17039;03358010;GILTEN;Gilten;52.70646;9.57465999999999;Samtgemeinde Schwarmstedt;29690;05071;1164;33;SFA;Gemeinde;6;366;
17346;03358011;GRETHEM;Grethem;52.72711;9.57514;Samtgemeinde Ahlden;29690;05164;655;16;SFA;Gemeinde;6;366;
17740;03358012;HADEMSTORF;Hademstorf;52.71325;9.63344000000006;Samtgemeinde Ahlden;29693;05164;848;9;SFA;Gemeinde;6;366;
17750;03358013;HAEUSLINGEN;Häuslingen, Aller;52.80896;9.39767000000006;Samtgemeinde Rethem (Aller);27336;05165;846;14;SFA;Gemeinde;6;366;
18418;03358014;HODENHAGEN;Hodenhagen;52.76738;9.59568999999999;Samtgemeinde Ahlden;29693;05164;2841;20;SFA;Gemeinde;6;366;
20286;03358015;LINDWEDEL;Lindwedel;52.61572;9.69295999999997;Samtgemeinde Schwarmstedt;29690;05071;2229;17;SFA;Gemeinde;6;366;
21222;03358016;MUNSTER;Munster, Örtze;52.98887;10.0891300000001;;29633;05192;17845;193;SFA;Stadt;6;366;
21417;03358017;NEUENKIRCHEN;Neuenkirchen, Lüneburger Heide;53.03234;9.70363999999995;;29643;05195;5786;97;SFA;Gemeinde;6;366;
23015;03358018;RETHEM;Rethem (Aller);52.78518;9.37835999999993;Samtgemeinde Rethem (Aller);27336;05165;2509;34;SFA;Stadt;6;366;
23829;03358019;SCHNEVERDINGEN;Schneverdingen;53.11642;9.79201;;29640;05193;18931;235;SFA;Stadt;6;366;
24024;03358020;SCHWARMSTEDT;Schwarmstedt;52.67965;9.61558000000002;Samtgemeinde Schwarmstedt;29690;05071;5077;30;SFA;Gemeinde;6;366;
24345;03358021;SOLTAU;Soltau;52.98414;9.84249;;29614;05191;22032;203;SFA;Stadt;6;366;
25651;03358022;WALSRODE;Walsrode;52.86191;9.59280999999999;;29664;05161;24373;271;SFA;Stadt;6;366;
26154;03358023;WIETZENDORF;Wietzendorf;52.91984;9.98235;;29649;05196;3950;107;SFA;Gemeinde;6;366;
376;03359;STADE;Stade;53.59925;9.47278;;;;;1263;STD;Kreis;5;176;
13409;03359001;AGATHENBURG;Agathenburg;53.5605;9.53145;Samtgemeinde Horneburg;21684;04141;1022;11;STD;Gemeinde;6;376;
13420;03359002;AHLERSTEDT;Ahlerstedt;53.40495;9.45183999999995;Samtgemeinde Harsefeld;21702;04166;4928;62;STD;Gemeinde;6;376;
13703;03359003;APENSEN;Apensen;53.4372371614012;9.61735664550781;Samtgemeinde Apensen;21641;04167;2917;21;STD;Gemeinde;6;376;
14058;03359004;BALJE;Balje, Kreis Stade;53.83159;9.1337;Samtgemeinde Nordkehdingen;21730;04753;1092;58;STD;Gemeinde;6;376;
14098;03359005;BARGSTEDT;Bargstedt, Kreis Stade;53.45913;9.44531;Samtgemeinde Harsefeld;21698;04762;2005;26;STD;Gemeinde;6;376;
14186;03359006;BECKDORF;Beckdorf;53.41377;9.61027000000001;Samtgemeinde Apensen;21643;04167;2354;22;STD;Gemeinde;6;376;
14601;03359007;BLIEDERSDORF;Bliedersdorf;53.48135;9.56988;Samtgemeinde Horneburg;21640;04163;1650;12;STD;Gemeinde;6;376;
14950;03359008;BREST;Brest, Kreis Stade;53.45082;9.38279;Samtgemeinde Harsefeld;21698;04164;859;25;STD;Gemeinde;6;376;
15233;03359009;BURWEG;Burweg;53.62387;9.26951;Samtgemeinde Oldendorf;21709;04144;935;16;STD;Gemeinde;6;376;
15253;03359010;BUXTEHUDE;Buxtehude;53.47632;9.70545;;21614;04161;37901;76;STD;Stadt;6;376;
15486;03359011;DEINSTE;Deinste;53.52661;9.44308;Samtgemeinde Fredenbeck;21717;04149;2056;27;STD;Gemeinde;6;376;
15732;03359012;DOLLERN;Dollern;53.53833;9.54614;Samtgemeinde Horneburg;21739;04163;1757;12;STD;Gemeinde;6;376;
15837;03359013;DROCHTERSEN;Drochtersen;53.71016;9.38451;;21706;04143;12209;127;STD;Gemeinde;6;376;
15859;03359014;DUEDENBUETTEL;Düdenbüttel;53.59149;9.34838;Samtgemeinde Himmelpforten;21709;04144;869;10;STD;Gemeinde;6;376;
16211;03359015;ENGELSCHOFF;Engelschoff;53.6618;9.32241;Samtgemeinde Himmelpforten;21710;04144;735;20;STD;Gemeinde;6;376;
16363;03359016;ESTORF;Estorf, Kreis Stade;53.57865;9.20121;Samtgemeinde Oldendorf;21727;04140;1478;29;STD;Gemeinde;6;376;
16625;03359017;FREDENBECK;Fredenbeck;53.52279;9.40081;Samtgemeinde Fredenbeck;21717;04149;5726;49;STD;Gemeinde;6;376;
16632;03359018;FREIBURG;Freiburg (Elbe);53.82379;9.28382;Samtgemeinde Nordkehdingen;21729;04779;2052;34;STD;Flecken;6;376;
17454;03359019;GROSSENWOERDEN;Großenwörden;53.68007;9.25431;Samtgemeinde Himmelpforten;21712;04775;477;12;STD;Gemeinde;6;376;
17623;03359020;GRUENENDEICH;Grünendeich, Niederelbe;53.56938;9.61195;Samtgemeinde Lühe;21720;04142;2049;4;STD;Gemeinde;6;376;
17648;03359021;GUDERHANDVIERTEL;Guderhandviertel;53.54784;9.60944;Samtgemeinde Lühe;21720;04142;1259;9;STD;Gemeinde;6;376;
17850;03359022;HAMMAH;Hammah, Niederelbe;53.61757;9.36612;Samtgemeinde Himmelpforten;21714;04144;2793;29;STD;Gemeinde;6;376;
17910;03359023;HARSEFELD;Harsefeld;53.4538;9.50351000000001;Samtgemeinde Harsefeld;21698;04164;11888;52;STD;Flecken;6;376;
18103;03359024;HEINBOCKEL;Heinbockel;53.57427;9.32633;Samtgemeinde Oldendorf;21726;04144;1522;23;STD;Gemeinde;6;376;
18353;03359025;HIMMELPFORTEN;Himmelpforten, Niederelbe;53.61401;9.30557;Samtgemeinde Himmelpforten;21709;04144;4673;18;STD;Gemeinde;6;376;
18587;03359026;HOLLERN-TWIELENFLETH;Hollern-Twielenfleth;53.60426;9.55729;Samtgemeinde Lühe;21723;04142;3370;20;STD;Gemeinde;6;376;
18671;03359027;HORNEBURG;Horneburg, Niederelbe;53.50697;9.57553;Samtgemeinde Horneburg;21640;04163;5633;17;STD;Flecken;6;376;
18974;03359028;JORK;Jork, Niederelbe;53.53224;9.68037;;21635;04162;11706;62;STD;Gemeinde;6;376;
19643;03359029;KRANENBURG;Kranenburg, Niederelbe;53.60582;9.20638;Samtgemeinde Oldendorf;21726;04144;749;14;STD;Gemeinde;6;376;
19744;03359030;KRUMMENDEICH;Krummendeich;53.83085;9.21058;Samtgemeinde Nordkehdingen;21732;04779;515;30;STD;Gemeinde;6;376;
19825;03359031;KUTENHOLZ;Kutenholz;53.4877;9.32229;Samtgemeinde Fredenbeck;27449;04762;5009;68;STD;Gemeinde;6;376;
20967;03359032;MITTELNKIRCHEN;Mittelnkirchen;53.54178;9.62377;Samtgemeinde Lühe;21720;04142;946;7;STD;Gemeinde;6;376;
21414;03359033;NEUENKIRCHEN;Neuenkirchen bei Horneburg, Niederel;53.53271;9.61432;Samtgemeinde Lühe;21640;04142;752;8;STD;Gemeinde;6;376;
21821;03359034;NOTTENSDORF;Nottensdorf;53.48392;9.59847;Samtgemeinde Horneburg;21640;04163;1262;7;STD;Gemeinde;6;376;
22071;03359035;OEDERQUART;Oederquart;53.80258;9.23672;Samtgemeinde Nordkehdingen;21734;04779;1301;37;STD;Gemeinde;6;376;
22144;03359036;OLDENDORF;Oldendorf, Kreis Stade;53.59055;9.25603;Samtgemeinde Oldendorf;21726;04144;2787;24;STD;Gemeinde;6;376;
23583;03359037;SAUENSIEK;Sauensiek;53.3834023888238;9.60184535980227;Samtgemeinde Apensen;21644;04169;2096;31;STD;Gemeinde;6;376;
24432;03359038;STADE;Stade, Niederelbe;53.5993;9.47433;;21682,21680,21683,21684;04141;45682;110;STD;Stadt;6;376;
24571;03359039;STEINKIRCHEN;Steinkirchen, Kreis Stade;53.56641;9.61118;Samtgemeinde Lühe;21720;04142;1704;10;STD;Gemeinde;6;376;
26296;03359040;WISCHHAFEN;Wischhafen;53.7732340103;9.31860861933;Samtgemeinde Nordkehdingen;21737;04770;3085;34;STD;Gemeinde;6;376;
369;03360;UELZEN;Uelzen;52.9982724137931034;10.5764413793103448;;;;;1452;UE;Kreis;5;176;
13579;03360001;ALTENMEDINGEN;Altenmedingen;53.1317;10.59743;Samtgemeinde Bevensen;29575;05807;1625;48;UE;Gemeinde;6;369;
13875;03360002;BAD BEVENSEN;Bad Bevensen;53.07956;10.58218;Samtgemeinde Bevensen;29549;05821;8852;48;UE;Stadt;6;369;
14130;03360003;BARUM;Barum bei Bad Bevensen;53.05078;10.51518;Samtgemeinde Bevensen;29576;05806;836;22;UE;Gemeinde;6;369;
14480;03360004;BIENENBUETTEL;Bienenbüttel;53.13898;10.48614;;29553;05823;6731;99;UE;Gemeinde;6;369;
13880;03360005;BAD BODENTEICH;Bad Bodenteich;52.83651;10.6771;Samtgemeinde Bodenteich;29389;05824;4025;50;UE;Flecken;6;369;
15934;03360006;EBSTORF;Ebstorf;53.02563;10.41737;Samtgemeinde Altes Amt Ebstorf;29574;05822;5361;27;UE;Flecken;6;369;
16057;03360007;EIMKE;Eimke;52.96515;10.3126099999999;Samtgemeinde Suderburg;29578;05873;1035;83;UE;Gemeinde;6;369;
16184;03360008;EMMENDORF;Emmendorf;53.02195;10.57273;Samtgemeinde Bevensen;29579;05875;741;11;UE;Gemeinde;6;369;
16955;03360009;GERDAU;Gerdau;52.96732;10.4183;Samtgemeinde Suderburg;29581;05808;1640;38;UE;Gemeinde;6;369;
17879;03360010;HANSTEDT;Hanstedt, Kreis Uelzen;53.04617;10.37501;Samtgemeinde Altes Amt Ebstorf;29582;05822;1039;55;UE;Gemeinde;6;369;
18350;03360011;HIMBERGEN;Himbergen, Göhrde;53.09514;10.73104;Samtgemeinde Bevensen;29584;05828;1818;39;UE;Gemeinde;6;369;
18928;03360012;JELMSTORF;Jelmstorf;53.10182;10.52198;Samtgemeinde Bevensen;29585;05821;894;14;UE;Gemeinde;6;369;
20451;03360013;LUEDER;Lüder;52.80799;10.66377;Samtgemeinde Bodenteich;29394;05824;1289;55;UE;Gemeinde;6;369;
21264;03360014;NATENDORF;Natendorf;53.07986;10.47154;Samtgemeinde Altes Amt Ebstorf;29587;05806;829;34;UE;Gemeinde;6;369;
22103;03360015;OETZEN;Oetzen;53.0216;10.6748700000001;Samtgemeinde Rosche;29588;05805;1363;31;UE;Gemeinde;6;369;
22756;03360016;RAETZLINGEN;Rätzlingen, Kreis Uelzen;52.9762717405702;10.6760902221681;Samtgemeinde Rosche;29590;05804;510;8;UE;Gemeinde;6;369;
23223;03360017;ROEMSTEDT;Römstedt;53.0961;10.64962;Samtgemeinde Bevensen;29591;05821;839;19;UE;Gemeinde;6;369;
23285;03360018;ROSCHE;Rosche;52.98557;10.76248;Samtgemeinde Rosche;29571;05803;2194;72;UE;Gemeinde;6;369;
24092;03360019;SCHWIENAU;Schwienau;53.0002582702164;10.450171661377;Samtgemeinde Altes Amt Ebstorf;29593;05822;797;31;UE;Gemeinde;6;369;
24346;03360020;SOLTENDIECK;Soltendieck;52.87434;10.7583301;Samtgemeinde Bodenteich;29594;05874;1029;34;UE;Gemeinde;6;369;
24435;03360021;STADENSEN;Stadensen;52.87426;10.5563999999999;Samtgemeinde Wrestedt;29559,29596;05802;1416;54;UE;Gemeinde;6;369;
24635;03360022;STOETZE;Stoetze;53.06608;10.7860499999999;Samtgemeinde Rosche;29597;05872;691;38;UE;Gemeinde;6;369;
24722;03360023;SUDERBURG;Suderburg;52.89937;10.44312;Samtgemeinde Suderburg;29556;05826;4694;129;UE;Gemeinde;6;369;
24755;03360024;SUHLENDORF;Suhlendorf;52.92767;10.76507;Samtgemeinde Rosche;29562;05820;2731;61;UE;Gemeinde;6;369;
25186;03360025;UELZEN;Uelzen, Lüneburger Heide;52.96601;10.55776;;29525;0581;35203;136;UE;Stadt;6;369;
26017;03360026;WESTE;Weste;53.05955;10.70327;Samtgemeinde Bevensen;29599;05805;1026;25;UE;Gemeinde;6;369;
26115;03360027;WIEREN;Wieren;52.88716;10.6571;Samtgemeinde Wrestedt;29568;05825;2620;53;UE;Gemeinde;6;369;
26448;03360028;WRESTEDT;Wrestedt;52.9054;10.58273;Samtgemeinde Wrestedt;29559;05802;3040;34;UE;Gemeinde;6;369;
26449;03360029;WRIEDEL;Wriedel;53.03201;10.2996000000001;Samtgemeinde Altes Amt Ebstorf;29565;05829;2688;104;UE;Gemeinde;6;369;
372;03361;VERDEN;Verden;52.9670368568939;9.11171248148594;;;;;787;VER;Kreis;5;176;
13373;03361001;ACHIM;Achim bei Bremen;53.010945;9.037355;;28832;04202;30092;68;VER;Stadt;6;372;
14597;03361002;BLENDER;Blender;52.92409;9.13357999999994;Samtgemeinde Thedinghausen;27337;04233;2850;38;VER;Gemeinde;6;372;
15710;03361003;DOERVERDEN;Dörverden;52.8485;9.23577;;27313;04234;9721;83;VER;Gemeinde;6;372;
16200;03361004;EMTINGHAUSEN;Emtinghausen;52.9305321445758;8.96714206878664;Samtgemeinde Thedinghausen;27321;04295;1653;21;VER;Gemeinde;6;372;
19305;03361005;KIRCHLINTELN;Kirchlinteln;52.94123;9.31997000000001;;27308;04236;10446;174;VER;Gemeinde;6;372;
19968;03361006;LANGWEDEL;Langwedel, Kreis Verden;52.98002;9.18256999999994;;27299;04232;14716;76;VER;Flecken;6;372;
21110;03361013;MORSUM;Morsum, Kreis Verden;52.95395;9.08058000000005;Samtgemeinde Thedinghausen;27321;04204;;;VER;aufgelöste Gemeinde;6;80869;
22259;03361008;OTTERSBERG;Ottersberg bei Bremen;53.10958;9.14566000000002;;28870;04205;12110;99;VER;Flecken;6;372;
22282;03361009;OYTEN;Oyten;53.0589;9.02584000000002;;28876;04207;15360;63;VER;Gemeinde;6;372;
23085;03361010;RIEDE;Riede, Kreis Verden;52.9703442753807;8.93995780944829;Samtgemeinde Thedinghausen;27339;04294;2708;27;VER;Gemeinde;6;372;
24931;03361013;THEDINGHAUSEN;Thedinghausen;52.96406;9.01669000000004;Samtgemeinde Thedinghausen;27321;04204;7552;66;VER;Gemeinde;6;372;
25375;03361012;VERDEN;Verden (Aller);52.92514;9.23824999999999;;27283;04231;26899;72;VER;Stadt;6;372;
178;034;WESER-EMS;Weser-Ems;;;;;;;;;ehem. Regierungsbezirk;4;116;
600;03401;DELMENHORST;Delmenhorst;53.05246;8.63308000000006;;;;;62;DEL;Stadt;5;178;
15498;03401000;DELMENHORST;Delmenhorst;53.05227;8.63375999999994;;27749,27751,27753,27755;04221;76094;62;DEL;Stadt;6;600;
603;03402;EMDEN;Emden;53.36034;7.20492000000002;;;;;112;EMD;Stadt;5;178;
16173;03402000;EMDEN;Emden, Ostfriesland;53.36034;7.20492000000002;;26721,26723,26725;04921;51670;112;EMD;Stadt;6;603;
606;03403;OLDENBURG;Oldenburg (Oldenburg);53.15013;8.20983000000001;;;;;103;OL;Stadt;5;178;
22143;03403000;OLDENBURG;Oldenburg in Oldenburg;53.15035;8.21063000000004;;26122,26121,26123,26125,26127,26129,26131,26133,26135;0441;158394;103;OL;Stadt;6;606;
611;03404;OSNABRUECK;Osnabrück;52.28183;8.04372000000001;;;;;120;OS;Stadt;5;178;
22195;03404000;OSNABRUECK;Osnabrück;52.28201;8.04326000000003;;49074,49076,49078,49080,49082,49084,49086,49088,49090;0541;164489;120;OS;Stadt;6;611;
615;03405;WILHELMSHAVEN;Wilhelmshaven;53.53115;8.10589000000004;;;;;103;WHV;Stadt;5;178;
26181;03405000;WILHELMSHAVEN;Wilhelmshaven;53.53112;8.10604999999998;;26382,26384,26386,26388,26389;04421;84118;103;WHV;Stadt;6;615;
379;03451;AMMERLAND;Ammerland;53.21836;8.00072;;;;;729;WST;Kreis;5;178;
13701;03451001;APEN;Apen;53.22065;7.80907000000002;;26689;04489;10864;77;WST;Gemeinde;6;379;
14019;03451002;BAD ZWISCHENAHN;Bad Zwischenahn;53.1805224396322;8.00961303710938;;26160;04403;26898;130;WST;Gemeinde;6;379;
15964;03451004;EDEWECHT;Edewecht;53.12657;7.98357999999996;;26188;04405;20654;114;WST;Gemeinde;6;379;
22815;03451005;RASTEDE;Rastede;53.24506;8.19907000000001;;26180;04402;20145;123;WST;Gemeinde;6;379;
26045;03451007;WESTERSTEDE;Westerstede;53.25531;7.92592000000002;;26655;04488;21915;179;WST;Stadt;6;379;
26100;03451008;WIEFELSTEDE;Wiefelstede;53.25458;8.11768000000006;;26215;04402;14335;106;WST;Gemeinde;6;379;
382;03452;AURICH;Aurich;53.4764408018047;7.48422814941409;;;;;1281;AUR;Kreis;5;178;
13829;03452001;AURICH;Aurich, Ostfriesland;53.48390;7.51512;;26603,26605,26607;04941;40439;197;AUR;Stadt;6;382;
26849;03452001;AURICH;Aurich;53.4711495132202;7.48458990478514;;26603,26605,26607;;;;AUR;;8;13829;
26901;03452001;BROCKZETEL;Brockzetel;53.48170;7.62886;;26605;;;;AUR;;8;13829;
26886;03452001;DIETRICHSFELD;Dietrichsfeld;53.53490;7.54089;;26607;;;;AUR;;8;13829;
26882;03452001;EGELS;Egels;53.46730;7.52059;;26605;;;;AUR;;8;13829;
27288;03452001;EXTUM;Extum, Ostfriesland;53.46370;7.44992;;26605;;;;AUR;;8;13829;
27279;03452001;GEORGSFELD;Georgsfeld;53.48940;7.43489;;26607;;;;AUR;;8;13829;
27266;03452001;HAXTUM;Haxtum, Ostfriesland;53.45920;7.45669;;26605;;;;AUR;;8;13829;
27245;03452001;KIRCHDORF;Kirchdorf, Ostfriesland;53.44970;7.47849;;26605;;;;AUR;;8;13829;
27239;03452001;LANGEFELD;Langefeld;53.51460;7.56570;;26607;;;;AUR;;8;13829;
27226;03452001;MIDDELS;Middels;53.5356555534611;7.60338600784303;;26607;;;;AUR;;8;13829;
27193;03452001;PFALZDORF;Pfalzdorf;53.4981198977425;7.57233342895506;;26607;;;;AUR;;8;13829;
27191;03452001;PLAGGENBURG;Plaggenburg;53.51010;7.54390;;26607;;;;AUR;;8;13829;
27189;03452001;POPENS;Popens;53.45740;7.51082;;26603,26605;;;;AUR;;8;13829;
27186;03452001;RAHE;Rahe, Ostfriesland;53.45420;7.44316;;26605;;;;AUR;;8;13829;
27169;03452001;SANDHORST;Sandhorst;53.48890;7.49202;;26603,26607;;;;AUR;;8;13829;
27166;03452001;SCHIRUM;Schirum;53.43580;7.50932;;26605;;;;AUR;;8;13829;
27158;03452001;SPEKENDORF;Spekendorf;53.51866;7.62558999999999;;26605,26607;;;;AUR;;8;13829;
27149;03452001;TANNENHAUSEN;Tannenhausen, Ostfriesland;53.51410;7.47398;;26607;;;;AUR;;8;13829;
27129;03452001;WALLE;Walle, Ostfriesland;53.47860;7.44692;;26605,26607;;;;AUR;;8;13829;
27128;03452001;WALLINGHAUSEN;Wallinghausen;53.47360;7.51834;;26603,26605;;;;AUR;;8;13829;
27108;03452001;WIESENS;Wiesens;53.4526133375672;7.55614661376956;;26605;;;;AUR;;8;13829;
14068;03452002;BALTRUM;Baltrum;53.72780;7.36965;;26579;04939;554;7;AUR;Gemeinde;6;382;
14400;03452003;BERUMBUR;Berumbur;53.58930;7.31121;Samtgemeinde Hage;26524;04938;2443;6;AUR;Gemeinde;6;382;
17437;03452006;GROSSEFEHN;Großefehn;53.34028;7.60805000000005;;26629;04943;13002;127;AUR;Gemeinde;6;382;
26856;03452006;AKELSBARG;Akelsbarg, Ostfriesland;53.44660;7.59878;;26629;;;;AUR;;8;17437;
26848;03452006;AURICH-OLDENDORF;Aurich-Oldendorf;53.415948844822;7.60200661376939;;26629;;;;AUR;;8;17437;
26874;03452006;BAGBAND;Bagband, Ostfriesland;53.37810;7.60418;;26629;;;;AUR;;8;17437;
27287;03452006;FELDE;Felde;53.43710;7.59878;;26629;;;;AUR;;8;17437;
27286;03452006;FIEBING;Fiebing;53.34980;7.67918;;26629;;;;AUR;;8;17437;
27257;03452006;HOLTROP;Holtrop, Ostfriesland;53.43170;7.56420;;26629;;;;AUR;;8;17437;
27223;03452006;MITTEGROSSEFEHN;Mittegroßefehn;53.39250;7.56518;;26629;;;;AUR;;8;17437;
27197;03452006;OSTGROSSEFEHN;Ostgroßefehn;53.40110;7.60254;;26629;;;;AUR;;8;17437;
27157;03452006;SPETZERFEHN;Spetzerfehn;53.38710;7.61769;;26629;;;;AUR;;8;17437;
27153;03452006;STRACKHOLT;Strackholt;53.36690;7.63794;;26629;;;;AUR;;8;17437;
27145;03452006;TIMMEL;Timmel;53.36550;7.52092;;26629;;;;AUR;;8;17437;
27142;03452006;ULBARGEN;Ulbargen;53.37540;7.58243;;26629;;;;AUR;;8;17437;
27114;03452006;WESTGROSSEFEHN;Westgroßefehn;53.38350;7.52692;;26629;;;;AUR;;8;17437;
27102;03452006;WRISSE;Wrisse;53.42680;7.58751;;26629;;;;AUR;;8;17437;
17477;03452007;GROSSHEIDE;Großheide, Ostfriesland;53.59320;7.36323;;26532;04936;8664;69;AUR;Gemeinde;6;382;
26851;03452007;ARLE;Arle;53.60780;7.39381;;26532;;;;AUR;;8;17477;
26865;03452007;BERUMERFEHN;Berumerfehn;53.56060;7.34617;;26532;;;;AUR;;8;17477;
27097;03452007;COLDINNE;Coldinne;53.58940;7.37023;;26532;;;;AUR;;8;17477;
27271;03452007;GROSSHEIDE;Großheide;53.59070;7.34467;;26532;;;;AUR;;8;17477;
27093;03452007;MENSTEDE;Menstede;53.60240;7.38097;;26532;;;;AUR;;8;17477;
27119;03452007;WESTERENDE;Westerende, Kreis Norden;53.61087;7.35672999999997;;26532;;;;AUR;;8;17477;
27227;03452007;MENSTEDE-COLDINNE;Menstede-Coldinne;53.59610;7.37549;;26532;;;;AUR;;8;17477;
17752;03452008;HAGE;Hage, Ostfriesland;53.60290;7.28469;Samtgemeinde Hage;26524;04931;5767;17;AUR;Flecken;6;382;
17763;03452009;HAGERMARSCH;Hagermarsch;53.64620;7.29459;Samtgemeinde Hage;26524;04938;496;22;AUR;Gemeinde;6;382;
17804;03452010;HALBEMOND;Halbemond;53.56760;7.28478;Samtgemeinde Hage;26524;04931;1006;7;AUR;Gemeinde;6;382;
18363;03452011;HINTE;Hinte;53.42210;7.19717;;26759;04925;7338;48;AUR;Gemeinde;6;382;
26894;03452011;CANHUSEN;Canhusen bei Emden;53.44270;7.21001;;26759;;;;AUR;;8;18363;
26891;03452011;CIRKWEHRUM;Cirkwehrum;53.43730;7.17225;;26759;;;;AUR;;8;18363;
26961;03452011;GROSS-MIDLUM;Groß-Midlum;53.41060;7.16017;;26759;;;;AUR;;8;18363;
27263;03452011;HINTE;Hinte;53.41560;7.19415;;26759;;;;AUR;;8;18363;
27235;03452011;LOPPERSUM;Loppersum bei Emden;53.42640;7.23569;;26759;;;;AUR;;8;18363;
27200;03452011;OSTERHUSEN;Osterhusen;53.41970;7.20473;;26759;;;;AUR;;8;18363;
27150;03452011;SUURHUSEN;Suurhusen;53.4115;7.22046;;26759;;;;AUR;;8;18363;
27116;03452011;WESTERHUSEN;Westerhusen;53.41110;7.17981;;26759;;;;AUR;;8;18363;
